来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	COMMUNITY_GUILD_GUILD_MEMBER_CANT_HAVE_MORE_GUILD	You can't be a member of more then one guild.			
UI	lang0.pak	COMMUNITY_GUILD_INVITE_FAIL_FOR_BEING_SCRAMBLE	Unable to join the guild while its dojo is in scramble.			
UI	lang0.pak	COMMUNITY_GUILD_KICKOUT	You've been kicked from the guild.			
UI	lang0.pak	COMMUNITY_GUILD_LEADER_CANT_LEAVE	"[align = ""center""][font size = ""12"" color=""f4d762""]Guild System[/font][br][br][font size = ""10"" color=""f36a7c""]Guild leaders can't leave the guild[/font]"			
UI	lang0.pak	COMMUNITY_GUILD_LEAVE	You've left the guild.			
UI	lang0.pak	COMMUNITY_GUILD_MAX_NUMBER_OF_MEMBERS	Guild already has maximum members.			
UI	lang0.pak	COMMUNITY_GUILD_MAX_NUMBER_OF_SECOND_MASTERS	"[align = ""center""][font size = ""12"" color=""f4d762""]Guild System[/font][br][br][font size = ""10"" color=""f36a7c""]Second guild master limit reached[/font]"			
UI	lang0.pak	COMMUNITY_GUILD_NEED_MORE_PARTY_MEMBER_FOR_NEW_GUILD	More party members required			
UI	lang0.pak	COMMUNITY_GUILD_TARGET_ALREADY_HAS_INVITATION	Target already has a guild invitation			
UI	lang0.pak	COMMUNITY_GUILD_TARGET_IS_ALREADY_IN_A_GUILD	Target already inside a guild			
UI	lang0.pak	COMMUNITY_GUILD_TARGET_IS_ALREADY_SECOND_MASTER	Player is already a second master			
UI	lang0.pak	COMMUNITY_GUILD_TARGET_IS_NOT_SECOND_MASTER	Player isn't a second master			
UI	lang0.pak	COMMUNITY_GUILD_TRIED_TO_APPOINT_YOURSELF	Can't appoint yourself			
UI	lang0.pak	COMMUNITY_GUILD_YOU_ARE_ALREADY_IN_A_GUILD	You are already inside a guild			
UI	lang0.pak	COMMUNITY_GUILD_YOU_ARE_NOT_GUILD_MASTER	"[align = ""center""][font size = ""12"" color=""f4d762""]Genre Permission Description[/font][br][br][font size = ""10"" color=""f36a7c""]You are not a Guild Master[/font]"			
UI	lang0.pak	COMMUNITY_GUILD_YOU_DONT_BELONG_TO_GUILD	"[align = ""center""][font size = ""12"" color=""f4d762""]Guild Error[/font][br][br][font size = ""10"" color=""f36a7c""]You are not inside a guild[/font]"			
UI	lang0.pak	COMMUNITY_GUILD_YOU_DONT_HAVE_RIGHT_TO_INVITE	You are not allowed to invite			
UI	lang0.pak	COMMUNITY_GUILD_YOU_DONT_HAVE_RIGHT_TO_KICK_OUT	You are not allowed to kick			
UI	lang0.pak	COMMUNITY_GUILD_YOU_HAVE_NO_INVITATION	Invitation not found			
UI	lang0.pak	COMMUNITY_INVALID_AUTH_KEY	"[align = ""center""][font size = ""12"" color=""f4d762""]Community Server[/font][br][br][font size = ""10"" color=""f36a7c""]Community Server authentication failed[/font]"			
UI	lang0.pak	COMMUNITY_PARTY_LEADER_DOESNT_EXIST	Party leader doesn't exist			
UI	lang0.pak	COMMUNITY_PARTY_MEMBER_ALREADY_EXIST	Party member already exist			
UI	lang0.pak	COMMUNITY_PARTY_NO_SUCH_A_MEMBER	Party member not found			
UI	lang0.pak	COMMUNITY_PARTY_NO_SUCH_A_PARTY	Party not found			
UI	lang0.pak	COMMUNITY_PARTY_SAME_PARTYID_ALREADY_EXIST	"[align = ""center""][font size = ""12"" color=""f4d762""]Party ID Announcement[/font][br][br][font size = ""10"" color=""f36a7c""]A party with that ID already exists.[/font]"			
UI	lang0.pak	COMMUNITY_RANK_BATTLE_COUNT_ALREADY_FLUSHED	Rank battle counter already flushed			
UI	lang0.pak	COMMUNITY_RANK_BATTLE_LIST_NOT_FOUND	"[align = ""center""][font size = ""12"" color=""f4d762""]Ranked Battle Standings Search Notice[/font][br][br][font size = ""10"" color=""f36a7c""]That name could not be found in the Ranked Battle standings.[/font]"			
UI	lang0.pak	COMMUNITY_RANK_BATTLE_NO_REMAIN_COUNT	No remaining rank battle found			
UI	lang0.pak	COMMUNITY_TMQ_CHAR_NOT_FOUND	Character not found			
UI	lang0.pak	COMMUNITY_TMQ_COUNT_ALREADY_FLUSHED	Counter already flushed			
UI	lang0.pak	COMMUNITY_TMQ_DATA_NOT_FOUND	Data not found			
UI	lang0.pak	EVENT_NO_MORE_NEW_CHARACTER_ALLOWED	"[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation Notice[/font][br][br][font size = ""10"" color=""f36a7c""]No new characters can be created on the server.[/font]"			
UI	lang0.pak	EVENT_OFF_CONTENTS_USED	Content Unavailable.			
UI	lang0.pak	EVENT_YOU_ALREADY_HAVE_CHARACTER	"[align = ""center""][font size = ""12"" color=""f4d762""]Character Creation Notice[/font][br][br][font size = ""10"" color=""f36a7c""]You can't create any additional characters because you have too many.[/font]"			
UI	lang0.pak	GAME_ANOTHER_SKILL_CANT_CAST_NOW	You are already casting another skill.			
UI	lang0.pak	GAME_BANK_ALREADY_EXIST	Bank already exists.			
UI	lang0.pak	GAME_BANK_NOT_READY	Wrong State			
UI	lang0.pak	GAME_BATTLE_DUNGEON_FAIL	CC Battle failed.			
UI	lang0.pak	GAME_BATTLE_DUNGEON_FAIL_STATE	CC Battled failed.			
UI	lang0.pak	GAME_BATTLE_DUNGEON_NOT_EXIST_MESSAGE	Message has expired.			
UI	lang0.pak	GAME_BATTLE_DUNGEON_NOT_IN_RANGE	Player are not in range.			
UI	lang0.pak	GAME_BATTLE_DUNGEON_NOT_READY_ALL	Not all players are ready.			
UI	lang0.pak	GAME_BATTLE_DUNGEON_NOT_SAME_MEMBER	Not the same party member.			
UI	lang0.pak	GAME_BATTLE_DUNGEON_SUCCESS	CC Battle Dungeon Success			
UI	lang0.pak	GAME_BLOCK_ATTACK_NOW	Can't block attack now.			
UI	lang0.pak	GAME_BUDOKAI_CAN_NOT_TELEPORT_JUNIOR	Unable to participate in Junior Competition.			
UI	lang0.pak	GAME_BUDOKAI_CHARACTER_ALREADY_JOIN	Player already joined			
UI	lang0.pak	GAME_BUDOKAI_CHARACTER_NOT_JOINED	Not Applying for Competition.			
UI	lang0.pak	GAME_BUDOKAI_INVALID_TEAM_NAME	Invalid Team Name.			
UI	lang0.pak	GAME_BUDOKAI_MEMBER_ALREADY_JOINED	Player already joined.			
UI	lang0.pak	GAME_BUDOKAI_NEED_MORE_MEMBER	Not enough Team Members.			
UI	lang0.pak	GAME_BUDOKAI_NOT_MATCH_PLAYING	No opponents found.			
UI	lang0.pak	GAME_BUDOKAI_NOT_MATCH_WORLD	Not a Battle area.			
UI	lang0.pak	GAME_BUDOKAI_NOT_OPENED	Budokai isn't open.			
UI	lang0.pak	GAME_BUDOKAI_NOT_REGISTER_PERIOD	The registration period isn't active.			
UI	lang0.pak	GAME_BUDOKAI_OVER_COUNT	The number of participants is full.			
UI	lang0.pak	GAME_BUDOKAI_QUERY_FAIL_EXIST_MATCH_INDEX	Data already exists.			
UI	lang0.pak	GAME_BUDOKAI_QUERY_FAIL_INSERT_FAIL	Query Insert Fail.			
UI	lang0.pak	GAME_BUDOKAI_TOO_LONG_TEAM_NAME	Team Name is too long.			
UI	lang0.pak	GAME_BUDOKAI_TOO_SHORT_TEAM_NAME	Team Name is too short.			
UI	lang0.pak	GAME_BUDOKAI_YOU_ARE_NOT_A_TEAM_LEADER	Only for Party Leader.			
UI	lang0.pak	GAME_BUILDING_VERSION_IS_NOT_CJI_KOR	Wrong Game Version.			
UI	lang0.pak	GAME_CANNOT_CONNECT_DUE_TO_INVAlID_CHARACTER	"[align = ""center""][font size = ""12"" color=""f4d762""]Channel[/font][br][br][font size = ""10"" color=""f36a7c""]Change the Channel please.[/font]"			
UI	lang0.pak	GAME_CANNOT_CONNECT_DUE_TO_TIMEOUT	Connection timeout.			
UI	lang0.pak	GAME_CANNOT_CONNECT_TARGET_CHANNEL_FULL	"[align = ""center""][font size = ""12"" color=""f4d762""]Channel[/font][br][br][font size = ""10"" color=""f36a7c""]Channel is full, please try it later.[/font]"			
UI	lang0.pak	GAME_CANNOT_TRADE_NO_BAGSLOT	Can't trade, not enough space.			
UI	lang0.pak	GAME_CANNOT_VISIT_INVALID_AREA	Area error.			
UI	lang0.pak	GAME_CANNOT_VISIT_SELF	Unable to teleport to yourself.			
UI	lang0.pak	GAME_CANT_DO_THAT_TO_FREE_PVP_ZONE_TARGET	Can't use during a battle.			
UI	lang0.pak	GAME_CAN_BE_CAST_ONLY_ON_PLAYER	Can only be cast on a player.			
UI	lang0.pak	GAME_CAN_NOT_TELEPORT	Unable to teleport.			
UI	lang0.pak	GAME_CAN_NOT_TELEPORT_THIS_STATE	Unable to teleport in current state			
UI	lang0.pak	GAME_CASHITEM_CANT_MOVE	Can't move cash item.			
UI	lang0.pak	GAME_CASHITEM_NOT_FOUND	Can't find cash item.			
UI	lang0.pak	GAME_CASHITEM_NOT_LOADED	Loading items not completed.			
UI	lang0.pak	GAME_CHARACTER_FAIL_BY_BUDOKAI	Check the Zenni or Requirements			
UI	lang0.pak	GAME_CHARACTER_FAIL_BY_GUILD	Participation failed (Guild).			
UI	lang0.pak	GAME_CHARACTER_FAIL_BY_LIMITED	Current penalty time.			
UI	lang0.pak	GAME_CHARACTER_FAIL_BY_PARTY	Participation failed (Party).			
UI	lang0.pak	GAME_CHARACTER_NAME_HAS_INVALID_CHARACTER	"[align = ""center""][font size = ""12"" color=""f4d762""]Name[/font][br][br][font size = ""10"" color=""f36a7c""]The name contains invalid characters.[/font]"			
UI	lang0.pak	GAME_CHARACTER_TOO_LONG_NAME	Character name is too long.			
UI	lang0.pak	GAME_CHARACTER_TOO_SHORT_NAME	Character name is too short.			
UI	lang0.pak	GAME_CHARM_POINT_IS_LOCKED	Calculation hasn't been completed.			
UI	lang0.pak	GAME_CHAR_CLASS_FAIL	Your class can't do that.			
UI	lang0.pak	GAME_CHAR_IS_WRONG_STATE	Wrong state			
UI	lang0.pak	GAME_CHAR_LEVEL_FAIL	You can't do that at your level.			
UI	lang0.pak	GAME_CHAR_NO_AUTHORITY_FOR_CHANGING_CLASS	Unable to change class			
UI	lang0.pak	GAME_CHAR_ONLY_ADULT_CAN_CHANGE_CLASS	Already Applied			
UI	lang0.pak	GAME_CHAR_RACE_FAIL	Your race can't do that.			
UI	lang0.pak	GAME_CHAR_WRONG_REVIVAL_METHOD	Invalid revival method selected			
UI	lang0.pak	GAME_CLOSED_BOX_FAIL	Failed			
UI	lang0.pak	GAME_CLOSED_BOX_KEY_MISMATCH	Requires a different kind of key.			
UI	lang0.pak	GAME_CLOSED_BOX_KEY_NOT_ENOUGH	Not enough keys.			
UI	lang0.pak	GAME_CLOSED_BOX_KEY_NOT_FOUND	Can't find key to treasure chest.			
UI	lang0.pak	GAME_CLOSED_BOX_SUCCESS	Success			
UI	lang0.pak	GAME_COMMON_ALREADY_EXIST	Already Exists.			
UI	lang0.pak	GAME_COMMON_ALREADY_REGISTERED	Already Registered.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_FOR_SOME_REASON	You can't do that at the moment.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_AFFECTING_STATE	Can't do that while cast.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_AFTEREFFECT_CONDITION	Can't do that right now.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_AIR_MODE_STATE	Can't do that while flying.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_BATTLE_STATE	Can't to that while battle.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_BLOCKING_STATE	Can't do that while blocking.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_CAMPING_STATE	Can't do that while champing.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_CASTING_ITEM_STATE	Can't do that while using an item.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_CASTING_STATE	Can't do that while casting.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_CHARGING_BLOCKED_CONDITION	Can't do that while blocking.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_CHARGING_STATE	Can't do that while charging.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_CONFUSE_CONDITION	Can't do that while confused.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_DASH_STATE	Can't do that while dashing.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_DESPAWNING_STATE	Can't do that while despawning.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_DESTMOVING_STATE	Can't do that while destination move state.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_DIRECT_PLAY_STATE	Can't do that while direct play state.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_FAINTING_STATE	Can't do that while fainting state.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_FALLING_STATE	Can't do that while falling.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_FOCUSING_STATE	Can't do that while focusing.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_FOLLOWING_STATE	Can't do that while following.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_HIDING_KI_CONDITION	Can't do that while hiding ki condition.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_HTB_STATE	Can't do that while HTB.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_INVISIBLE_CONDITION	Can't do that while invisible.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_JUMPING_STATE	Can't do that while jumping.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_KEEPING_EFFECT_STATE	Can't do that while keeping effect state			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_KNOCKDOWN_STATE	You can't do that while knocked down.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_LEAVING_STATE	Can't do that while leaving			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_MOVING_JUMPING_STATE	Can't do that while jumping			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_MOVING_STATE	Can't do that while moving			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_NON_JUMPING_STATE	Can only do while jumping.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_OPERATING_STATE	Can't do that while operating			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_PARALYZED_STATE	Can't do that while paralyzed.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_PRIVATESHOP_STATE	Can't do that while private shop.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_RIDEON_STATE	Can't do that while riding			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_SANDBAG_STATE	Can't do that while sand bag state			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_SITTING_STATE	Can't do that while sitting.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_SLEEPING_STATE	Can't do that while sleeping state			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_SLIDING_STATE	Can't do that while sliding state			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_SPAWNING_STATE	Can't do that while spawning			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_STANDING_JUMPING_STATE	Can't do that while jump.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_STANDING_STATE	Can't do that while standing			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_STUNNED_STATE	Can't do that while stunned.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_TELEPORTING_STATE	Can't do that while teleporting.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_TERROR_CONDITION	Can't do that while terror condition.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_TRANSPARENT_CONDITION	Can't do that while transparent condition.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_IN_TURNING_STATE	Can't do that while turning state.			
UI	lang0.pak	GAME_COMMON_CANT_DO_THAT_NOT_ALLOWED_TARGET	Not allowed target.			
UI	lang0.pak	GAME_COMMON_CANT_FIND_OBJECT	Can't find the object			
UI	lang0.pak	GAME_COMMON_CANT_INVENTORY_SORT_OUT_OF_DATE_BAG	Bag durability expired.			
UI	lang0.pak	GAME_COMMON_CANT_INVENTORY_SORT_WHEN_ITEM_NOT_FOUND	Can't sort bag when you have no items.			
UI	lang0.pak	GAME_COMMON_CANT_INVENTORY_SORT_WHEN_USING_ITEM	Can't sort bag while you are using items.			
UI	lang0.pak	GAME_COMMON_CAN_FIND_MEMBER	Can't find companion			
UI	lang0.pak	GAME_COMMON_CAN_NOT_DO_HERE	You can't do that here.			
UI	lang0.pak	GAME_COMMON_CAN_NOT_FIND_TABLE_DATA	Can't find table data.			
UI	lang0.pak	GAME_COMMON_EXIST_USER_WHO_DO_NOT_AGREE	Player didn't agree.			
UI	lang0.pak	GAME_COMMON_EXIST_USER_WHO_OVER_LIMIT_COUNT	User limit is exceeded.			
UI	lang0.pak	GAME_COMMON_HAVE_NOT_THE_REQUIRED_ACHIEVEMENT	Not met the conditions.			
UI	lang0.pak	GAME_COMMON_HOIPOIMIX_EXP_EXCEEDED	Unable to gain experience due to low character level.			
UI	lang0.pak	GAME_COMMON_HOIPOIMIX_LEVEL_MAXIMUM	Reached the maximum fusion level.			
UI	lang0.pak	GAME_COMMON_LACK_OF_SPACE_REWARD_HAS_BEEN_DELIVERED_BY_MAIL	Not enough free space.\nReward sented by mail.			
UI	lang0.pak	GAME_COMMON_MESSAGE_02	Party Message			
UI	lang0.pak	GAME_COMMON_NON_EXISTING_PET_SPECIFIED	Pet wasn't found.			
UI	lang0.pak	GAME_COMMON_NOT_REGISTERED	Player isn't logged in			
UI	lang0.pak	GAME_COMMON_TOO_FEW_PLAYER	Not enough players.			
UI	lang0.pak	GAME_COMMON_TOO_MANY_PLAYER	There are too many players.			
UI	lang0.pak	GAME_COMMON_YOU_ARE_NOT_A_PARTY_LEADER	You are not a party leader			
UI	lang0.pak	GAME_COMMON_YOU_ARE_NOT_IN_A_PARTY	You're not in a party.			
UI	lang0.pak	GAME_COMMON_ZENNY_CANT_BE_USED_RIGHT_NOW	Zeni can't be used right now			
UI	lang0.pak	GAME_CONTENTS_CAN_NOT_PLAY_IN_BUDOKAI_REGISTER_STATE	No registration time!			
UI	lang0.pak	GAME_CONTENTS_LOCK	Game content locked			
UI	lang0.pak	GAME_COSTUMESHOP_CLOSE	Costume shop selling time has ended			
UI	lang0.pak	GAME_COSTUMESHOP_IS_NULL	There is no information about the costume shop			
UI	lang0.pak	GAME_COSTUMESHOP_MISSMATCHING	Mismatch in costume shop information			
UI	lang0.pak	GAME_DB_CHAR_DATA_LOAD_FAIL	"[align = ""center""][font size = ""12"" color=""f4d762""]Character check[/font][br][br][font size = ""10"" color=""f36a7c""]Failed to load character.[/font]"			
UI	lang0.pak	GAME_DB_CHAR_NOT_FOUND	"[align = ""center""][font size = ""12"" color=""f4d762""]Character[/font][br][br][font size = ""10"" color=""f36a7c""]Couldn't find character data[/font]"			
UI	lang0.pak	GAME_DISCONNECTED_FORCEDLY	Forcedly disconnected			
UI	lang0.pak	GAME_DISCONNECTED_TEMPORARILY	Disconnected			
UI	lang0.pak	GAME_DRAGONBALL_NOT_FOUND	Couldn't find all dragon balls			
UI	lang0.pak	GAME_DRAGONBALL_NOT_SAME_EXIST	Couldn't find all dragon balls			
UI	lang0.pak	GAME_DRAGONBALL_OBJECT_ARLEADY_USED	Object already used			
UI	lang0.pak	GAME_DRAGONBALL_REWARD_NOT_FOUND	Couldn't find the reward			
UI	lang0.pak	GAME_DRAGONBALL_SAME_EXIST	That Dragon Ball already exists.			
UI	lang0.pak	GAME_DRAGONBALL_TIME_OVER	Time over			
UI	lang0.pak	GAME_EMPTY_ITEM_SLOT_NOT_ENOUGH	Not enough empty item slots.			
UI	lang0.pak	GAME_EQUIP_SLOT_NOT_EMPTY	Item already equipped to that slot.			
UI	lang0.pak	GAME_FAIL	A system problem has occurred. (#G)			
UI	lang0.pak	GAME_FREEBATTLE_ALREADY_HAS_MATCH	Already in a duel.			
UI	lang0.pak	GAME_FREEBATTLE_CHALLENGE_ACCEPT_DENIED	Duel offer declined.			
UI	lang0.pak	GAME_FREEBATTLE_CHALLENGE_ACCEPT_TIME_DENIED	Challenge request time over.			
UI	lang0.pak	GAME_FREEBATTLE_CHALLENGE_TIME_REMAIN	Standby for accept.			
UI	lang0.pak	GAME_FREEBATTLE_CHALLENGE_WAIT_TIME_DENIED	Challenge time run out.			
UI	lang0.pak	GAME_FREEBATTLE_ERROR_HAS_NO_MATCH	Impossible to practice.			
UI	lang0.pak	GAME_FREEBATTLE_ERROR_TARGET_HAS_NO_MATCH	Can't fight against each other.			
UI	lang0.pak	GAME_FREEBATTLE_ERROR_TARGET_WRONG_PEER	Wrong target.			
UI	lang0.pak	GAME_FREEBATTLE_ERROR_WRONG_PEER	Wrong object.			
UI	lang0.pak	GAME_FREEBATTLE_TARGET_ALREADY_HAS_MATCH	Target already inside a free battle match			
UI	lang0.pak	GAME_FREEBATTLE_TARGET_HAS_NO_MATCH	Target isn't available.			
UI	lang0.pak	GAME_FREEBATTLE_WRONG_PLACE	Invalid free battle place			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_JOINED_BUDOKAI	Already joined Budokai.			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_JOINED_DOJO_SCRAMBLE	Already joined Scramble.			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_JOINED_IN_FREEBATTLE	Already joined a Battle.			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_JOINED_IN_RANKBATTLE	Already joined a Battle.			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_JOINED_IN_TMQ	Already joined TMQ.			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_OPENED_PRIVATE_SHOP	Already opened a shop.			
UI	lang0.pak	GAME_GAMERULE_REG_ALREADY_SUMMON_DRAGONBALL	Shenron has already been summoned.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_BUDOKAI	Unable while in Budokai.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_DOJO_SCRAMBLE	Unable while in Scramble.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_FREEBATTLE	Unable while in Battle.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_PRIVATE_SHOP	Unable during Shop.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_RANKBATTLE	Unable while in Battle.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_SUMMON_DRAGONBALL	Unable while Shenron is summoned.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_TMQ	Unable while in TMQ.			
UI	lang0.pak	GAME_GAMERULE_REG_CANT_PLAY_IN_TUTORIAL	Unable while in Tutorial.			
UI	lang0.pak	GAME_GMT_NOT_ENOUGH_RESET_POINT	Not enough points to reset			
UI	lang0.pak	GAME_GM_CANT_DO_THAT_WHEN_YOU_ARE_HIDING	Not during Hidden state.			
UI	lang0.pak	GAME_GM_LEVEL_NOT_FOUND	Wrong Level to Apply.			
UI	lang0.pak	GAME_GM_PUNISH_NOT_FOUND	Not found.			
UI	lang0.pak	GAME_GM_TOOL_ACCOUNT_EXIST	Account already exists.			
UI	lang0.pak	GAME_GM_TOOL_ACCOUNT_NOT_EXIST	No such an account.			
UI	lang0.pak	GAME_GM_TOOL_AGENTSERVER_NORUN	AGENT-Server not running.			
UI	lang0.pak	GAME_GM_TOOL_CHARACTER_EXIST	Character already exists.			
UI	lang0.pak	GAME_GM_TOOL_CHARACTER_IS_NOT_KICK	Character kick failed.			
UI	lang0.pak	GAME_GM_TOOL_CHARACTER_NOT_EXIST	Character doesn't exists.			
UI	lang0.pak	GAME_GM_TOOL_FAIL	GMTool failure.			
UI	lang0.pak	GAME_GM_TOOL_GROUP_ALREADY_EXIST	Party already exists.			
UI	lang0.pak	GAME_GM_TOOL_GROUP_NEED_ADMIN	Party need a Leader.			
UI	lang0.pak	GAME_GM_TOOL_GROUP_NOT_FOUND	Party not found.			
UI	lang0.pak	GAME_GM_TOOL_GUILD_NOT_FOUND	Guild not found.			
UI	lang0.pak	GAME_GM_TOOL_INVALID_GM_TOOL_LOCALIZE_TYPE	GM Tool can't connect\nto the server.			
UI	lang0.pak	GAME_GM_TOOL_INVALID_IP_ADDRESS	Invalid IP-address.			
UI	lang0.pak	GAME_GM_TOOL_INVALID_TOOL_VERSION	Wrong GMTool version.			
UI	lang0.pak	GAME_GM_TOOL_LOGIN_DUPLICATE	Duplicate Login.			
UI	lang0.pak	GAME_GM_TOOL_LOGIN_PASS_FAIL	Wrong Pass for GMTool.			
UI	lang0.pak	GAME_GM_TOOL_NOTICE_OVER	Notice from GMTool have exceeded\nthe max. number that can be used.			
UI	lang0.pak	GAME_GM_TOOL_PASS_NULL	Haven't set a Password.			
UI	lang0.pak	GAME_GM_TOOL_RANK_BATTLE_POINT_NOT_FOUND	No Ranke Battle Points found.			
UI	lang0.pak	GAME_GM_TOOL_SERVERFARMID_INVALID	Server FarmID invalid.			
UI	lang0.pak	GAME_GM_TOOL_SERVER_CANT_BE_TURNED_OFF_BY_GM_TOOL	Server can't turned OFF by GMTool.			
UI	lang0.pak	GAME_GM_TOOL_SERVER_CANT_BE_TURNED_ON_BY_GM_TOOL	Server can't turned ON by GMTool.			
UI	lang0.pak	GAME_GM_TOOL_USER_NOT_FOUND	User not found.			
UI	lang0.pak	GAME_GM_TOOL_WRONG_SERVER_TO_TURN_OFF	Wrong Server to turn OFF.			
UI	lang0.pak	GAME_GM_TOOL_WRONG_SERVER_TO_TURN_ON	Wrong Server to turn ON.			
UI	lang0.pak	GAME_GUILD_ALREADY_HAS_DOJO_FUNCTION	Guild already possess the dojo function			
UI	lang0.pak	GAME_GUILD_ALREADY_HAS_GUILD_FUNCTION	Guild already posses the guild function			
UI	lang0.pak	GAME_GUILD_DOGI_ARLEADY_CREATED	"[align = ""center""][font size = ""12"" color=""f4d762""]Guild System[/font][br][br][font size = ""10"" color=""f36a7c""]Dogi already created[/font]"			
UI	lang0.pak	GAME_GUILD_DOGI_CHANGE_FUNCTION_NEED	Impossible to change the dogi			
UI	lang0.pak	GAME_GUILD_DOGI_NOT_CREATED	"[align = ""center""][font size = ""12"" color=""f4d762""]Dogi[/font][br][br][font size = ""10"" color=""f36a7c""]Dogi hasn't been created.[/font]"			
UI	lang0.pak	GAME_GUILD_DOJO_ALREADY_HAVE	"[align = ""center""][font size = ""12"" color=""f4d762""]Dojo[/font][br][br][font size = ""10"" color=""f36a7c""]Already have a Dojo.[/font]"			
UI	lang0.pak	GAME_GUILD_DOJO_DOGI_CHANGE_FUNCTION_NEED	"[align = ""center""][font size = ""12"" color=""f4d762""]Dojo-Dogi[/font][br][br][font size = ""10"" color=""f36a7c""]Requires a Dojo to make that.[/font]"			
UI	lang0.pak	GAME_GUILD_DOJO_FUNCTION_ADD_FIRST	Please add function first.			
UI	lang0.pak	GAME_GUILD_DOJO_MANAGER_IS_TOO_FAR	Dojo manager is too far			
UI	lang0.pak	GAME_GUILD_DOJO_NEED_FUNCTION	Function not available			
UI	lang0.pak	GAME_GUILD_DOJO_NOT_FOUND	Dojo not found			
UI	lang0.pak	GAME_GUILD_DOJO_NOT_FOUND_TABLE	Can't find Dojo Table.			
UI	lang0.pak	GAME_GUILD_DOJO_SCRAMBLE_CHALLENGER_CANT_DO	Can't be challenged.			
